row_id,order_id ,cust_id ,created_at,item_id ,quantity ,delivery ,add_id ,rota_id,time_of_day,created_date
32,ORD_00011,165,11:51:25,it012,6,1,165,r00002,Morning,2023-01-02
33,ORD_00011,165,11:51:25,it006,5,1,165,r00002,Morning,2023-01-02
34,ORD_00012,129,22:54:55,it025,1,1,129,r00002,Evening,2023-01-02
35,ORD_00012,129,22:54:55,it022,4,1,129,r00002,Evening,2023-01-02
36,ORD_00012,129,22:54:55,it028,3,1,129,r00002,Evening,2023-01-02
37,ORD_00013,123,22:35:32,it018,8,0,123,r00002,Evening,2023-01-02
38,ORD_00013,123,22:35:32,it005,6,0,123,r00002,Evening,2023-01-02
39,ORD_00013,123,22:35:32,it016,10,0,123,r00002,Evening,2023-01-02
40,ORD_00014,220,19:57:59,it004,1,1,220,r00002,Evening,2023-01-02
41,ORD_00014,220,19:57:59,it003,5,1,220,r00002,Evening,2023-01-02
42,ORD_00014,220,19:57:59,it003,1,1,220,r00003,Evening,2023-01-03
43,ORD_00014,220,19:57:59,it006,1,1,220,r00003,Evening,2023-01-03
44,ORD_00015,147,13:28:00,it017,10,1,147,r00003,Morning,2023-01-03
45,ORD_00015,147,13:28:00,it014,8,1,147,r00003,Morning,2023-01-03
46,ORD_00016,295,11:29:45,it012,3,0,295,r00003,Morning,2023-01-03
47,ORD_00016,295,11:29:45,it001,4,0,295,r00003,Morning,2023-01-03
48,ORD_00016,295,11:29:45,it016,3,0,295,r00003,Morning,2023-01-03
49,ORD_00017,202,13:11:53,it003,7,1,202,r00003,Morning,2023-01-03
50,ORD_00018,193,22:37:05,it028,5,1,193,r00003,Evening,2023-01-03
51,ORD_00018,193,22:37:05,it036,3,1,193,r00003,Evening,2023-01-03
52,ORD_00019,30,22:41:24,it023,3,0,30,r00003,Evening,2023-01-03
53,ORD_00019,30,22:41:24,it033,5,0,30,r00003,Evening,2023-01-03
54,ORD_00019,30,22:41:24,it010,10,0,30,r00003,Evening,2023-01-03
55,ORD_00019,30,22:41:24,it023,8,0,30,r00003,Evening,2023-01-03
56,ORD_00019,30,22:41:24,it009,10,0,30,r00003,Evening,2023-01-03
57,ORD_00019,30,22:41:24,it016,9,0,30,r00003,Evening,2023-01-03
58,ORD_00020,50,20:54:31,it029,1,0,50,r00003,Evening,2023-01-03
59,ORD_00023,23,21:17:49,it018,3,0,23,r00004,Evening,2023-01-04
60,ORD_00023,23,21:17:49,it030,10,0,23,r00004,Evening,2023-01-04
61,ORD_00023,23,21:17:49,it037,7,0,23,r00004,Evening,2023-01-04
62,ORD_00023,23,21:17:49,it030,3,0,23,r00004,Evening,2023-01-04
63,ORD_00024,201,22:50:26,it002,2,1,201,r00004,Evening,2023-01-04
64,ORD_00024,201,22:50:26,it004,5,1,201,r00004,Evening,2023-01-04
65,ORD_00025,30,11:00:04,it021,8,1,30,r00004,Morning,2023-01-04
66,ORD_00025,30,11:00:04,it037,9,1,30,r00004,Morning,2023-01-04
67,ORD_00026,40,20:25:04,it026,3,0,40,r00004,Evening,2023-01-04
68,ORD_00026,40,20:25:04,it002,6,0,40,r00004,Evening,2023-01-04
69,ORD_00026,40,20:25:04,it037,6,0,40,r00004,Evening,2023-01-04
70,ORD_00027,151,21:08:49,it004,8,1,151,r00004,Evening,2023-01-04
71,ORD_00027,151,21:08:49,it011,1,1,151,r00004,Evening,2023-01-04
72,ORD_00027,151,21:08:49,it010,3,1,151,r00004,Evening,2023-01-04
73,ORD_00027,151,21:08:49,it012,8,1,151,r00004,Evening,2023-01-04
74,ORD_00027,151,21:08:49,it026,1,1,151,r00004,Evening,2023-01-04
75,ORD_00027,151,21:08:49,it036,1,1,151,r00004,Evening,2023-01-04
76,ORD_00028,187,12:50:07,it035,7,1,187,r00004,Morning,2023-01-04
77,ORD_00028,187,12:50:07,it008,3,1,187,r00004,Morning,2023-01-04
78,ORD_00028,187,12:50:07,it003,9,1,187,r00004,Morning,2023-01-04
79,ORD_00028,187,12:50:07,it036,6,1,187,r00004,Morning,2023-01-04
80,ORD_00029,146,19:41:45,it009,9,0,146,r00004,Evening,2023-01-04
81,ORD_00030,265,12:18:45,it019,8,0,265,r00004,Morning,2023-01-04
82,ORD_00031,221,13:30:51,it027,9,1,221,r00004,Morning,2023-01-04
83,ORD_00031,221,13:30:51,it025,1,1,221,r00004,Morning,2023-01-04
84,ORD_00031,221,13:30:51,it030,10,1,221,r00005,Morning,2023-01-05
85,ORD_00033,148,12:26:50,it027,8,0,148,r00005,Morning,2023-01-05
86,ORD_00033,148,12:26:50,it032,6,0,148,r00005,Morning,2023-01-05
87,ORD_00033,148,12:26:50,it014,4,0,148,r00005,Morning,2023-01-05
88,ORD_00034,248,21:36:01,it036,10,1,248,r00005,Evening,2023-01-05
89,ORD_00034,248,21:36:01,it014,6,1,248,r00005,Evening,2023-01-05
90,ORD_00035,22,20:43:26,it013,4,1,22,r00005,Evening,2023-01-05
91,ORD_00036,24,22:17:09,it029,6,0,24,r00005,Evening,2023-01-05
92,ORD_00036,24,22:17:09,it036,5,0,24,r00005,Evening,2023-01-05
93,ORD_00036,24,22:17:09,it029,4,0,24,r00005,Evening,2023-01-05
94,ORD_00036,24,22:17:09,it032,3,0,24,r00005,Evening,2023-01-05
95,ORD_00037,114,22:44:07,it008,6,1,114,r00005,Evening,2023-01-05
96,ORD_00037,114,22:44:07,it002,5,1,114,r00005,Evening,2023-01-05
97,ORD_00038,65,18:40:24,it014,7,1,65,r00005,Evening,2023-01-05
98,ORD_00038,65,18:40:24,it015,6,1,65,r00005,Evening,2023-01-05
99,ORD_00039,249,13:14:26,it022,9,0,249,r00005,Morning,2023-01-05
100,ORD_00039,249,13:14:26,it037,7,0,249,r00005,Morning,2023-01-05
101,ORD_00039,249,13:14:26,it031,3,0,249,r00005,Morning,2023-01-05
102,ORD_00040,114,22:15:01,it010,2,0,114,r00005,Evening,2023-01-05
103,ORD_00040,114,22:15:01,it008,9,0,114,r00005,Evening,2023-01-05
104,ORD_00040,114,22:15:01,it006,2,0,114,r00005,Evening,2023-01-05
105,ORD_00041,53,13:26:39,it028,6,1,53,r00005,Morning,2023-01-05
106,ORD_00041,53,13:26:39,it020,10,1,53,r00005,Morning,2023-01-05
107,ORD_00042,259,22:39:53,it002,5,1,259,r00005,Evening,2023-01-05
108,ORD_00043,230,21:36:37,it020,8,0,230,r00005,Evening,2023-01-05
109,ORD_00043,230,21:36:37,it009,2,0,230,r00005,Evening,2023-01-05
110,ORD_00043,230,21:36:37,it033,2,0,230,r00005,Evening,2023-01-05
111,ORD_00043,230,21:36:37,it003,2,0,230,r00005,Evening,2023-01-05
112,ORD_00043,230,21:36:37,it002,4,0,230,r00005,Evening,2023-01-05
113,ORD_00043,230,21:36:37,it008,4,0,230,r00005,Evening,2023-01-05
114,ORD_00044,237,21:34:40,it012,4,1,237,r00005,Evening,2023-01-05
115,ORD_00044,237,21:34:40,it013,4,1,237,r00005,Evening,2023-01-05
116,ORD_00044,237,21:34:40,it009,6,1,237,r00005,Evening,2023-01-05
117,ORD_00044,237,21:34:40,it009,4,1,237,r00005,Evening,2023-01-05
118,ORD_00044,237,21:34:40,it027,4,1,237,r00005,Evening,2023-01-05
119,ORD_00046,83,11:42:47,it036,9,0,83,r00005,Morning,2023-01-05
120,ORD_00047,204,19:16:58,it013,8,1,204,r00005,Evening,2023-01-05
121,ORD_00047,204,19:16:58,it032,8,1,204,r00005,Evening,2023-01-05
122,ORD_00048,14,13:05:50,it037,2,1,14,r00005,Morning,2023-01-05
123,ORD_00048,14,13:05:50,it028,4,1,14,r00005,Morning,2023-01-05
124,ORD_00048,14,13:05:50,it021,4,1,14,r00005,Morning,2023-01-05
125,ORD_00048,14,13:05:50,it023,7,1,14,r00005,Morning,2023-01-05
126,ORD_00048,14,13:05:50,it024,2,1,14,r00005,Morning,2023-01-05
127,ORD_00049,225,10:39:24,it029,9,0,225,r00005,Morning,2023-01-05
128,ORD_00049,225,10:39:24,it005,6,0,225,r00005,Morning,2023-01-05
129,ORD_00049,225,10:39:24,it002,7,0,225,r00005,Morning,2023-01-05
130,ORD_00050,202,19:29:13,it013,3,0,202,r00005,Evening,2023-01-05
131,ORD_00051,80,21:06:32,it015,4,1,80,r00005,Evening,2023-01-05
132,ORD_00051,80,21:06:32,it008,6,1,80,r00005,Evening,2023-01-05
133,ORD_00052,276,12:21:48,it030,6,1,276,r00005,Morning,2023-01-05
134,ORD_00052,276,12:21:48,it032,2,1,276,r00005,Morning,2023-01-05
135,ORD_00053,180,11:14:42,it015,2,0,180,r00005,Morning,2023-01-05
136,ORD_00053,180,11:14:42,it003,1,0,180,r00005,Morning,2023-01-05
137,ORD_00053,180,11:14:42,it002,7,0,180,r00005,Morning,2023-01-05
138,ORD_00054,58,21:45:29,it036,9,1,58,r00005,Evening,2023-01-05
139,ORD_00054,58,21:45:29,it031,1,1,58,r00005,Evening,2023-01-05
140,ORD_00054,58,21:45:29,it002,6,1,58,r00005,Evening,2023-01-05
141,ORD_00056,6,13:43:45,it031,5,0,6,r00005,Morning,2023-01-05
142,ORD_00056,6,13:43:45,it007,9,0,6,r00005,Morning,2023-01-05
143,ORD_00056,6,13:43:45,it029,6,0,6,r00005,Morning,2023-01-05
144,ORD_00057,173,19:10:11,it012,1,1,173,r00005,Evening,2023-01-05
145,ORD_00058,292,13:32:06,it020,4,1,292,r00005,Morning,2023-01-05
146,ORD_00059,226,11:20:33,it012,5,0,226,r00005,Morning,2023-01-05
147,ORD_00059,226,11:20:33,it034,5,0,226,r00005,Morning,2023-01-05
148,ORD_00060,109,20:50:34,it004,2,0,109,r00005,Evening,2023-01-05
149,ORD_00060,109,20:50:34,it034,3,0,109,r00005,Evening,2023-01-05
150,ORD_00060,109,20:50:34,it018,2,0,109,r00005,Evening,2023-01-05
151,ORD_00060,109,20:50:34,it022,8,0,109,r00005,Evening,2023-01-05
152,ORD_00060,109,20:50:34,it026,1,0,109,r00005,Evening,2023-01-05
153,ORD_00062,102,12:10:34,it032,1,1,102,r00005,Morning,2023-01-05
154,ORD_00062,102,12:10:34,it029,10,1,102,r00005,Morning,2023-01-05
155,ORD_00063,223,19:26:36,it017,3,0,223,r00005,Evening,2023-01-05
156,ORD_00063,223,19:26:36,it021,8,0,223,r00005,Evening,2023-01-05
157,ORD_00063,223,19:26:36,it030,1,0,223,r00005,Evening,2023-01-05
158,ORD_00063,223,19:26:36,it005,2,0,223,r00005,Evening,2023-01-05
159,ORD_00064,121,18:44:30,it025,9,1,121,r00006,Evening,2023-01-06
160,ORD_00064,121,18:44:30,it015,9,1,121,r00006,Evening,2023-01-06
161,ORD_00064,121,18:44:30,it007,7,1,121,r00006,Evening,2023-01-06
162,ORD_00064,121,18:44:30,it034,1,1,121,r00006,Evening,2023-01-06
163,ORD_00064,121,18:44:30,it020,4,1,121,r00006,Evening,2023-01-06
164,ORD_00065,52,20:54:42,it023,3,1,52,r00006,Evening,2023-01-06
165,ORD_00065,52,20:54:42,it033,6,1,52,r00006,Evening,2023-01-06
166,ORD_00065,52,20:54:42,it014,2,1,52,r00006,Evening,2023-01-06
167,ORD_00065,52,20:54:42,it024,7,1,52,r00006,Evening,2023-01-06
168,ORD_00066,269,11:16:16,it003,4,0,269,r00006,Morning,2023-01-06
169,ORD_00066,269,11:16:16,it001,5,0,269,r00006,Morning,2023-01-06
170,ORD_00066,269,11:16:16,it002,9,0,269,r00006,Morning,2023-01-06
171,ORD_00066,269,11:16:16,it036,10,0,269,r00006,Morning,2023-01-06
172,ORD_00066,269,11:16:16,it019,10,0,269,r00006,Morning,2023-01-06
173,ORD_00066,269,11:16:16,it004,7,0,269,r00006,Morning,2023-01-06
174,ORD_00066,269,11:16:16,it030,2,0,269,r00006,Morning,2023-01-06
175,ORD_00067,269,12:40:49,it006,6,1,269,r00006,Morning,2023-01-06
176,ORD_00067,269,12:40:49,it036,4,1,269,r00006,Morning,2023-01-06
177,ORD_00068,269,18:32:49,it033,4,1,269,r00006,Evening,2023-01-06
178,ORD_00068,269,18:32:49,it007,2,1,269,r00006,Evening,2023-01-06
179,ORD_00068,269,18:32:49,it018,7,1,269,r00006,Evening,2023-01-06
180,ORD_00068,269,18:32:49,it021,1,1,269,r00006,Evening,2023-01-06
181,ORD_00068,269,18:32:49,it016,8,1,269,r00006,Evening,2023-01-06
182,ORD_00069,19,12:28:39,it004,2,0,19,r00006,Morning,2023-01-06
183,ORD_00069,19,12:28:39,it008,2,0,19,r00006,Morning,2023-01-06
184,ORD_00069,19,12:28:39,it028,1,0,19,r00006,Morning,2023-01-06
185,ORD_00070,42,22:18:19,it027,6,0,42,r00006,Evening,2023-01-06
186,ORD_00070,42,22:18:19,it033,9,0,42,r00006,Evening,2023-01-06
187,ORD_00070,42,22:18:19,it007,7,0,42,r00006,Evening,2023-01-06
188,ORD_00071,42,20:45:45,it037,6,1,42,r00006,Evening,2023-01-06
189,ORD_00071,42,20:45:45,it009,7,1,42,r00006,Evening,2023-01-06
190,ORD_00071,42,20:45:45,it027,6,1,42,r00006,Evening,2023-01-06
191,ORD_00072,269,20:41:16,it001,4,1,269,r00006,Evening,2023-01-06
192,ORD_00072,269,20:41:16,it028,1,1,269,r00006,Evening,2023-01-06
193,ORD_00073,269,19:47:51,it030,4,0,269,r00006,Evening,2023-01-06
194,ORD_00074,69,10:58:20,it011,1,1,69,r00006,Morning,2023-01-06
195,ORD_00074,69,10:58:20,it024,1,1,69,r00006,Morning,2023-01-06
196,ORD_00074,69,10:58:20,it031,5,1,69,r00006,Morning,2023-01-06
197,ORD_00075,69,22:01:09,it034,7,1,69,r00006,Evening,2023-01-06
198,ORD_00075,69,22:01:09,it003,8,1,69,r00006,Evening,2023-01-06
199,ORD_00075,69,22:01:09,it008,10,1,69,r00006,Evening,2023-01-06
200,ORD_00075,69,22:01:09,it037,3,1,69,r00006,Evening,2023-01-06
201,ORD_00076,69,12:01:12,it012,4,0,69,r00006,Morning,2023-01-06
202,ORD_00076,69,12:01:12,it004,9,0,69,r00006,Morning,2023-01-06
203,ORD_00076,69,12:01:12,it007,10,0,69,r00006,Morning,2023-01-06
204,ORD_00077,69,19:09:51,it008,5,1,69,r00006,Evening,2023-01-06
205,ORD_00077,69,19:09:51,it036,3,1,69,r00006,Evening,2023-01-06
206,ORD_00077,69,19:09:51,it031,7,1,69,r00006,Evening,2023-01-06
207,ORD_00078,69,18:53:37,it017,8,1,69,r00006,Evening,2023-01-06
208,ORD_00078,69,18:53:37,it001,4,1,69,r00006,Evening,2023-01-06
209,ORD_00078,69,18:53:37,it011,9,1,69,r00006,Evening,2023-01-06
210,ORD_00078,69,18:53:37,it027,2,1,69,r00006,Evening,2023-01-06
211,ORD_00080,69,12:45:40,it017,9,0,69,r00006,Morning,2023-01-06
212,ORD_00080,69,12:45:40,it017,9,0,69,r00006,Morning,2023-01-06
213,ORD_00080,69,12:45:40,it034,2,0,69,r00006,Morning,2023-01-06
214,ORD_00081,69,12:49:23,it019,10,1,69,r00006,Morning,2023-01-06
215,ORD_00081,69,12:49:23,it032,3,1,69,r00006,Morning,2023-01-06
216,ORD_00081,69,12:49:23,it034,1,1,69,r00006,Morning,2023-01-06
217,ORD_00081,69,12:49:23,it031,2,1,69,r00006,Morning,2023-01-06
218,ORD_00082,69,22:33:58,it036,10,1,69,r00006,Evening,2023-01-06
219,ORD_00082,69,22:33:58,it023,7,1,69,r00006,Evening,2023-01-06
220,ORD_00082,69,22:33:58,it025,3,1,69,r00006,Evening,2023-01-06
221,ORD_00085,69,12:46:05,it036,5,1,69,r00006,Morning,2023-01-06
222,ORD_00085,69,12:46:05,it023,5,1,69,r00006,Morning,2023-01-06
223,ORD_00085,69,12:46:05,it021,1,1,69,r00006,Morning,2023-01-06
224,ORD_00085,69,12:46:05,it021,5,1,69,r00007,Morning,2023-01-07
225,ORD_00085,69,12:46:05,it003,3,1,69,r00007,Morning,2023-01-07
226,ORD_00086,69,13:27:14,it030,5,0,69,r00007,Morning,2023-01-07
227,ORD_00086,69,13:27:14,it016,4,0,69,r00007,Morning,2023-01-07
228,ORD_00086,69,13:27:14,it009,2,0,69,r00007,Morning,2023-01-07
229,ORD_00087,69,21:16:30,it030,3,1,69,r00007,Evening,2023-01-07
230,ORD_00088,4,18:38:28,it006,1,1,4,r00007,Evening,2023-01-07
231,ORD_00088,4,18:38:28,it016,8,1,4,r00007,Evening,2023-01-07
232,ORD_00089,4,21:41:42,it015,9,0,4,r00007,Evening,2023-01-07
233,ORD_00089,4,21:41:42,it019,7,0,4,r00007,Evening,2023-01-07
234,ORD_00089,4,21:41:42,it034,6,0,4,r00007,Evening,2023-01-07
235,ORD_00091,4,22:01:19,it033,7,1,4,r00007,Evening,2023-01-07
236,ORD_00091,4,22:01:19,it013,3,1,4,r00007,Evening,2023-01-07
237,ORD_00091,4,22:01:19,it029,6,1,4,r00007,Evening,2023-01-07
238,ORD_00092,4,19:44:05,it022,4,1,4,r00007,Evening,2023-01-07
239,ORD_00092,4,19:44:05,it022,10,1,4,r00007,Evening,2023-01-07
240,ORD_00093,4,18:36:26,it028,3,0,4,r00007,Evening,2023-01-07
241,ORD_00093,4,18:36:26,it026,4,0,4,r00007,Evening,2023-01-07
242,ORD_00094,4,13:50:24,it017,5,1,4,r00007,Morning,2023-01-07
243,ORD_00094,4,13:50:24,it022,9,1,4,r00007,Morning,2023-01-07
244,ORD_00094,4,13:50:24,it017,7,1,4,r00007,Morning,2023-01-07
245,ORD_00094,4,13:50:24,it003,8,1,4,r00007,Morning,2023-01-07
246,ORD_00094,4,13:50:24,it027,5,1,4,r00007,Morning,2023-01-07
247,ORD_00094,4,13:50:24,it007,1,1,4,r00007,Morning,2023-01-07
248,ORD_00094,4,13:50:24,it013,5,1,4,r00007,Morning,2023-01-07
249,ORD_00095,4,19:04:31,it016,3,1,4,r00007,Evening,2023-01-07
250,ORD_00095,4,19:04:31,it019,1,1,4,r00007,Evening,2023-01-07
251,ORD_00096,4,22:26:14,it006,3,0,4,r00007,Evening,2023-01-07
252,ORD_00096,4,22:26:14,it035,10,0,4,r00007,Evening,2023-01-07
253,ORD_00097,4,18:55:48,it026,4,1,4,r00007,Evening,2023-01-07
254,ORD_00097,4,18:55:48,it010,1,1,4,r00007,Evening,2023-01-07
255,ORD_00097,4,18:55:48,it017,2,1,4,r00007,Evening,2023-01-07
256,ORD_00098,4,20:44:07,it016,7,1,4,r00007,Evening,2023-01-07
257,ORD_00098,4,20:44:07,it001,2,1,4,r00007,Evening,2023-01-07
258,ORD_00098,4,20:44:07,it017,1,1,4,r00007,Evening,2023-01-07
259,ORD_00099,4,19:06:57,it029,3,0,4,r00007,Evening,2023-01-07
260,ORD_00099,4,19:06:57,it021,4,0,4,r00007,Evening,2023-01-07
261,ORD_00099,4,19:06:57,it010,7,0,4,r00007,Evening,2023-01-07
262,ORD_00100,4,19:18:43,it001,4,0,4,r00007,Evening,2023-01-07
263,ORD_00100,4,19:18:43,it001,7,0,4,r00007,Evening,2023-01-07
264,ORD_00101,4,20:47:59,it012,4,1,4,r00007,Evening,2023-01-07
265,ORD_00101,4,20:47:59,it002,10,1,4,r00007,Evening,2023-01-07
266,ORD_00102,4,22:01:09,it009,4,1,4,r00007,Evening,2023-01-07
267,ORD_00103,7,13:11:03,it023,4,0,7,r00007,Morning,2023-01-07
268,ORD_00103,7,13:11:03,it031,10,0,7,r00007,Morning,2023-01-07
269,ORD_00103,7,13:11:03,it010,3,0,7,r00007,Morning,2023-01-07
270,ORD_00103,7,13:11:03,it034,6,0,7,r00007,Morning,2023-01-07
271,ORD_00104,7,19:33:58,it021,6,1,7,r00007,Evening,2023-01-07
272,ORD_00105,154,13:59:22,it019,8,1,154,r00007,Morning,2023-01-07
273,ORD_00106,149,20:27:22,it034,4,0,149,r00007,Evening,2023-01-07
274,ORD_00106,149,20:27:22,it037,5,0,149,r00007,Evening,2023-01-07
275,ORD_00107,149,22:12:52,it017,2,1,149,r00007,Evening,2023-01-07
276,ORD_00107,149,22:12:52,it003,7,1,149,r00007,Evening,2023-01-07
277,ORD_00107,149,22:12:52,it005,3,1,149,r00007,Evening,2023-01-07
278,ORD_00107,149,22:12:52,it016,2,1,149,r00007,Evening,2023-01-07
279,ORD_00107,149,22:12:52,it014,2,1,149,r00007,Evening,2023-01-07
280,ORD_00108,149,13:31:58,it018,9,1,149,r00007,Morning,2023-01-07
281,ORD_00108,149,13:31:58,it022,4,1,149,r00007,Morning,2023-01-07
282,ORD_00109,149,11:47:47,it010,7,0,149,r00007,Morning,2023-01-07
283,ORD_00109,149,11:47:47,it028,6,0,149,r00007,Morning,2023-01-07
284,ORD_00109,149,11:47:47,it032,3,0,149,r00007,Morning,2023-01-07
285,ORD_00111,149,18:49:59,it019,1,1,149,r00007,Evening,2023-01-07
286,ORD_00111,149,18:49:59,it008,2,1,149,r00007,Evening,2023-01-07
287,ORD_00112,149,21:31:14,it004,9,1,149,r00008,Evening,2023-01-08
288,ORD_00112,149,21:31:14,it006,9,1,149,r00008,Evening,2023-01-08
289,ORD_00113,149,11:44:24,it013,3,0,149,r00008,Morning,2023-01-08
290,ORD_00114,50,19:17:02,it012,3,1,50,r00008,Evening,2023-01-08
291,ORD_00115,50,18:38:36,it035,2,1,50,r00008,Evening,2023-01-08
292,ORD_00115,50,18:38:36,it009,4,1,50,r00008,Evening,2023-01-08
293,ORD_00115,50,18:38:36,it019,4,1,50,r00008,Evening,2023-01-08
294,ORD_00115,50,18:38:36,it020,2,1,50,r00008,Evening,2023-01-08
295,ORD_00115,50,18:38:36,it035,4,1,50,r00008,Evening,2023-01-08
296,ORD_00117,50,12:08:13,it003,9,1,50,r00008,Morning,2023-01-08
297,ORD_00117,50,12:08:13,it009,3,1,50,r00008,Morning,2023-01-08
298,ORD_00118,50,21:57:08,it008,1,1,50,r00008,Evening,2023-01-08
299,ORD_00119,241,11:21:02,it028,6,0,241,r00008,Morning,2023-01-08
300,ORD_00119,241,11:21:02,it033,3,0,241,r00008,Morning,2023-01-08
301,ORD_00119,241,11:21:02,it009,6,0,241,r00008,Morning,2023-01-08
302,ORD_00120,241,11:03:50,it028,5,0,241,r00008,Morning,2023-01-08
303,ORD_00120,241,11:03:50,it034,10,0,241,r00008,Morning,2023-01-08
304,ORD_00121,241,11:37:36,it036,3,1,241,r00008,Morning,2023-01-08
305,ORD_00121,241,11:37:36,it009,2,1,241,r00008,Morning,2023-01-08
306,ORD_00121,241,11:37:36,it025,7,1,241,r00008,Morning,2023-01-08
307,ORD_00122,241,21:09:22,it012,10,1,241,r00008,Evening,2023-01-08
308,ORD_00124,59,20:02:02,it014,9,1,59,r00008,Evening,2023-01-08
309,ORD_00125,47,13:49:34,it006,5,1,47,r00008,Morning,2023-01-08
310,ORD_00125,47,13:49:34,it002,4,1,47,r00008,Morning,2023-01-08
311,ORD_00125,47,13:49:34,it021,3,1,47,r00008,Morning,2023-01-08
312,ORD_00126,47,20:30:51,it031,8,0,47,r00008,Evening,2023-01-08
313,ORD_00126,47,20:30:51,it025,7,0,47,r00008,Evening,2023-01-08
314,ORD_00126,47,20:30:51,it003,10,0,47,r00008,Evening,2023-01-08
315,ORD_00126,47,20:30:51,it034,3,0,47,r00008,Evening,2023-01-08
316,ORD_00127,47,11:36:49,it033,10,1,47,r00008,Morning,2023-01-08
317,ORD_00127,47,11:36:49,it020,8,1,47,r00008,Morning,2023-01-08
318,ORD_00127,47,11:36:49,it018,7,1,47,r00008,Morning,2023-01-08
319,ORD_00127,47,11:36:49,it001,10,1,47,r00008,Morning,2023-01-08
320,ORD_00127,47,11:36:49,it006,3,1,47,r00008,Morning,2023-01-08
321,ORD_00128,47,13:37:32,it026,5,1,47,r00008,Morning,2023-01-08
322,ORD_00129,279,12:56:25,it036,2,0,279,r00008,Morning,2023-01-08
323,ORD_00129,279,12:56:25,it002,3,0,279,r00008,Morning,2023-01-08
324,ORD_00129,279,12:56:25,it034,1,0,279,r00008,Morning,2023-01-08
325,ORD_00130,279,10:52:29,it005,6,0,279,r00008,Morning,2023-01-08
326,ORD_00130,279,10:52:29,it020,7,0,279,r00008,Morning,2023-01-08
327,ORD_00131,279,13:05:40,it014,10,1,279,r00008,Morning,2023-01-08
328,ORD_00131,279,13:05:40,it026,9,1,279,r00008,Morning,2023-01-08
329,ORD_00131,279,13:05:40,it028,7,1,279,r00008,Morning,2023-01-08
330,ORD_00131,279,13:05:40,it009,1,1,279,r00008,Morning,2023-01-08
331,ORD_00131,279,13:05:40,it030,4,1,279,r00008,Morning,2023-01-08
332,ORD_00132,279,18:38:35,it020,9,1,279,r00008,Evening,2023-01-08
333,ORD_00133,190,20:30:11,it025,1,0,190,r00008,Evening,2023-01-08
334,ORD_00133,190,20:30:11,it012,1,0,190,r00008,Evening,2023-01-08
335,ORD_00133,190,20:30:11,it022,2,0,190,r00008,Evening,2023-01-08
336,ORD_00134,190,20:47:35,it007,10,1,190,r00008,Evening,2023-01-08
337,ORD_00134,190,20:47:35,it015,6,1,190,r00008,Evening,2023-01-08
338,ORD_00134,190,20:47:35,it032,1,1,190,r00008,Evening,2023-01-08
